date,department,patient_count,admissions,discharges,beds_occupied,total_beds,staff_on_duty,avg_wait_time,rain_flag
2023-12-23,SURGERY,32,17,14,17,25,26,58.0,1
2023-12-24,ER,86,30,22,32,50,24,26.9,0
2023-12-24,ICU,20,14,11,15,20,17,21.6,0
2023-12-24,OPD,31,3,2,33,40,19,7.1,0
2023-12-24,SURGERY,26,14,11,15,25,22,46.9,0
2023-12-25,ER,167,58,46,37,50,20,68.6,1
2023-12-25,ICU,32,22,17,13,20,19,37.7,1
2023-12-25,OPD,89,8,6,35,40,18,20.8,1
2023-12-25,SURGERY,40,22,15,20,25,19,62.4,1
2023-12-26,ER,120,42,30,41,50,25,46.5,0
2023-12-26,ICU,25,17,15,15,20,22,38.0,0
2023-12-26,OPD,77,7,5,40,40,20,17.0,0
2023-12-26,SURGERY,32,17,14,17,25,23,58.8,0
2023-12-27,ER,119,41,38,41,50,16,36.3,0
2023-12-27,ICU,27,18,13,18,20,25,35.1,0
2023-12-27,OPD,101,10,7,34,40,24,21.4,0
2023-12-27,SURGERY,33,18,15,25,25,18,62.8,0
2023-12-28,ER,140,49,45,38,50,28,53.7,0
2023-12-28,ICU,19,13,12,16,20,20,25.6,0
2023-12-28,OPD,85,8,7,25,40,21,18.9,0
2023-12-28,SURGERY,34,18,12,21,25,23,60.7,0
2023-12-29,ER,195,68,58,36,50,23,72.4,0
2023-12-29,ICU,20,14,11,13,20,17,27.3,0
2023-12-29,OPD,109,10,8,33,40,26,23.1,0
2023-12-29,SURGERY,40,22,15,20,25,14,84.9,0
2023-12-30,ER,126,44,32,31,50,17,44.1,1
2023-12-30,ICU,28,19,17,18,20,22,32.4,1
2023-12-30,OPD,82,8,6,35,40,17,17.3,1
2023-12-30,SURGERY,32,17,13,17,25,22,70.6,1
2023-12-31,ER,119,41,32,40,50,27,38.7,1
2023-12-31,ICU,26,18,16,18,20,15,39.4,1
2023-12-31,OPD,92,9,7,33,40,20,21.8,1
2023-12-31,SURGERY,26,14,10,19,25,20,47.0,1
2024-01-01,ER,133,46,33,37,50,21,50.5,1
2024-01-01,ICU,27,18,13,17,20,20,29.3,1
2024-01-01,OPD,92,9,8,40,40,16,21.2,1
2024-01-01,SURGERY,39,21,17,22,25,17,68.3,1
2024-01-02,ER,186,65,54,31,50,16,74.6,1
2024-01-02,ICU,27,18,15,16,20,19,36.0,1
2024-01-02,OPD,102,10,7,40,40,23,23.7,1
2024-01-02,SURGERY,40,22,19,16,25,12,69.0,1
2024-01-03,ER,157,54,44,50,50,17,57.3,0
2024-01-03,ICU,16,11,8,20,20,27,18.4,0
2024-01-03,OPD,81,8,5,25,40,21,18.0,0
2024-01-03,SURGERY,36,19,15,25,25,17,62.8,0
2024-01-04,ER,165,57,53,38,50,24,60.6,0
2024-01-04,ICU,23,16,12,19,20,17,29.0,0
2024-01-04,OPD,64,6,5,31,40,13,15.7,0
2024-01-04,SURGERY,38,20,17,19,25,17,75.6,0
2024-01-05,ER,147,51,38,44,50,27,60.6,1
2024-01-05,ICU,24,16,11,18,20,25,34.7,1
2024-01-05,OPD,95,9,6,24,40,23,22.4,1
2024-01-05,SURGERY,39,21,18,21,25,16,80.2,1
2024-01-06,ER,92,32,23,34,50,20,37.8,0
2024-01-06,ICU,10,7,5,15,20,26,13.2,0
2024-01-06,OPD,79,7,5,30,40,23,18.7,0
2024-01-06,SURGERY,32,17,14,20,25,27,51.1,0
2024-01-07,ER,118,41,29,37,50,19,47.7,0
2024-01-07,ICU,14,9,7,12,20,15,16.8,0
2024-01-07,OPD,64,6,4,26,40,13,13.2,0
2024-01-07,SURGERY,26,14,11,15,25,21,49.7,0
2024-01-08,ER,152,53,47,40,50,16,60.5,0
2024-01-08,ICU,27,18,13,20,20,24,34.4,0
2024-01-08,OPD,80,8,7,26,40,18,21.6,0
2024-01-08,SURGERY,35,19,16,25,25,15,74.1,0
2024-01-09,ER,149,52,43,46,50,18,51.8,0
2024-01-09,ICU,30,21,18,17,20,20,40.9,0
2024-01-09,OPD,99,9,7,35,40,22,24.5,0
2024-01-09,SURGERY,39,21,15,24,25,19,85.3,0
2024-01-10,ER,162,56,48,32,50,22,62.0,1
2024-01-10,ICU,34,23,19,16,20,20,51.8,1
2024-01-10,OPD,109,10,8,36,40,16,23.9,1
2024-01-10,SURGERY,35,19,14,21,25,17,61.4,1
2024-01-11,ER,169,59,54,48,50,28,50.4,0
2024-01-11,ICU,27,18,15,12,20,24,35.6,0
2024-01-11,OPD,84,8,5,36,40,14,23.3,0
2024-01-11,SURGERY,32,17,13,21,25,20,56.5,0
2024-01-12,ER,146,51,45,38,50,25,44.6,0
2024-01-12,ICU,26,18,16,15,20,23,28.9,0
2024-01-12,OPD,92,9,7,35,40,20,22.1,0
2024-01-12,SURGERY,36,19,17,25,25,23,59.6,0
2024-01-13,ER,140,49,37,41,50,27,46.7,0
2024-01-13,ICU,22,15,12,19,20,16,32.4,0
2024-01-13,OPD,70,7,6,31,40,14,16.4,0
2024-01-13,SURGERY,31,17,15,16,25,18,60.8,0
2024-01-14,ER,99,34,29,31,50,17,35.0,1
2024-01-14,ICU,23,16,14,12,20,17,32.8,1
2024-01-14,OPD,102,10,7,30,40,20,21.8,1
2024-01-14,SURGERY,29,15,13,18,25,14,63.0,1
2024-01-15,ER,122,42,32,46,50,19,45.4,0
2024-01-15,ICU,22,15,11,18,20,13,26.6,0
2024-01-15,OPD,75,7,5,24,40,21,15.8,0
2024-01-15,SURGERY,30,16,12,17,25,17,49.4,0
2024-01-16,ER,153,53,40,36,50,19,59.7,1
2024-01-16,ICU,23,16,12,16,20,27,31.3,1
2024-01-16,OPD,103,10,7,26,40,20,24.1,1
2024-01-16,SURGERY,44,24,18,16,25,18,77.9,1
2024-01-17,ER,141,49,41,50,50,17,56.3,1
2024-01-17,ICU,34,23,18,19,20,20,51.0,1
2024-01-17,OPD,110,11,8,27,40,16,27.7,1
2024-01-17,SURGERY,45,24,21,19,25,22,85.6,1
2024-01-18,ER,126,44,40,38,50,15,49.7,0
2024-01-18,ICU,28,19,16,19,20,26,40.3,0
2024-01-18,OPD,75,7,5,33,40,21,17.7,0
2024-01-18,SURGERY,39,21,18,16,25,17,62.4,0
2024-01-19,ER,143,50,36,46,50,24,55.5,0
2024-01-19,ICU,27,18,13,15,20,26,31.3,0
2024-01-19,OPD,74,7,5,28,40,19,14.9,0
2024-01-19,SURGERY,30,16,14,19,25,21,63.6,0
2024-01-20,ER,117,40,30,41,50,17,42.5,0
2024-01-20,ICU,15,10,7,15,20,27,22.6,0
2024-01-20,OPD,73,7,5,28,40,22,17.7,0
2024-01-20,SURGERY,19,10,9,19,25,20,41.4,0
2024-01-21,ER,138,48,41,30,50,19,46.2,1
2024-01-21,ICU,16,11,8,18,20,12,22.8,1
2024-01-21,OPD,85,8,6,27,40,24,19.3,1
2024-01-21,SURGERY,33,18,14,15,25,16,50.9,1
2024-01-22,ER,125,43,37,44,50,17,42.3,0
2024-01-22,ICU,27,18,13,18,20,22,38.7,0
2024-01-22,OPD,93,9,8,38,40,21,19.8,0
2024-01-22,SURGERY,32,17,13,20,25,21,60.4,0
2024-01-23,ER,139,48,41,34,50,24,44.0,1
2024-01-23,ICU,21,14,9,18,20,23,23.4,1
2024-01-23,OPD,108,10,7,36,40,25,27.5,1
2024-01-23,SURGERY,32,17,13,17,25,19,70.3,1
2024-01-24,ER,163,57,47,50,50,24,53.7,1
2024-01-24,ICU,27,18,12,12,20,22,36.7,1
2024-01-24,OPD,112,11,9,40,40,18,31.9,1
2024-01-24,SURGERY,38,20,15,24,25,18,75.6,1
2024-01-25,ER,133,46,39,45,50,26,50.0,0
2024-01-25,ICU,27,18,16,20,20,17,31.5,0
2024-01-25,OPD,94,9,7,37,40,23,22.9,0
2024-01-25,SURGERY,36,19,16,17,25,21,64.6,0
2024-01-26,ER,149,52,45,39,50,23,52.1,0
2024-01-26,ICU,19,13,10,12,20,18,27.8,0
2024-01-26,OPD,100,10,9,31,40,19,24.1,0
2024-01-26,SURGERY,38,20,15,23,25,14,60.3,0
2024-01-27,ER,83,29,24,38,50,20,33.7,0
2024-01-27,ICU,17,11,9,14,20,16,22.8,0
2024-01-27,OPD,66,6,4,34,40,25,18.6,0
2024-01-27,SURGERY,25,13,10,24,25,17,48.4,0
2024-01-28,ER,112,39,31,31,50,16,33.4,0
2024-01-28,ICU,24,16,14,15,20,16,32.3,0
2024-01-28,OPD,82,8,7,26,40,21,20.6,0
2024-01-28,SURGERY,19,10,8,22,25,21,32.1,0
2024-01-29,ER,153,53,45,32,50,21,53.5,0
2024-01-29,ICU,29,20,18,17,20,19,37.7,0
2024-01-29,OPD,95,9,6,29,40,15,24.3,0
2024-01-29,SURGERY,40,22,16,17,25,20,68.8,0
2024-01-30,ER,182,63,55,50,50,20,66.3,0
2024-01-30,ICU,28,19,17,12,20,15,33.5,0
2024-01-30,OPD,93,9,8,31,40,21,22.3,0
2024-01-30,SURGERY,40,22,17,15,25,18,65.1,0
2024-01-31,ER,164,57,41,40,50,16,48.2,1
2024-01-31,ICU,28,19,15,16,20,20,34.5,1
2024-01-31,OPD,98,9,6,29,40,21,22.0,1
2024-01-31,SURGERY,48,26,20,16,25,25,87.5,1
2024-02-01,ER,122,42,37,38,50,18,50.4,0
2024-02-01,ICU,30,21,15,18,20,17,39.9,0
2024-02-01,OPD,96,9,8,38,40,17,23.9,0
2024-02-01,SURGERY,27,14,11,20,25,20,59.1,0
2024-02-02,ER,147,51,43,43,50,18,59.9,0
2024-02-02,ICU,17,11,7,13,20,21,25.6,0
2024-02-02,OPD,98,9,7,29,40,16,20.5,0
2024-02-02,SURGERY,39,21,15,16,25,23,77.1,0
2024-02-03,ER,108,37,34,35,50,27,42.5,1
2024-02-03,ICU,22,15,13,14,20,16,32.6,1
2024-02-03,OPD,104,10,8,33,40,21,26.1,1
2024-02-03,SURGERY,27,14,10,21,25,19,42.0,1
2024-02-04,ER,82,28,26,50,50,17,34.0,0
2024-02-04,ICU,24,16,12,13,20,19,31.4,0
2024-02-04,OPD,93,9,6,35,40,17,21.9,0
2024-02-04,SURGERY,26,14,11,24,25,18,47.2,0
2024-02-05,ER,161,56,52,42,50,23,55.4,0
2024-02-05,ICU,30,21,14,14,20,18,35.9,0
2024-02-05,OPD,79,7,5,28,40,20,18.1,0
2024-02-05,SURGERY,32,17,15,15,25,23,71.0,0
2024-02-06,ER,186,65,48,36,50,24,62.6,1
2024-02-06,ICU,35,24,17,18,20,23,46.6,1
2024-02-06,OPD,111,11,9,24,40,16,30.6,1
2024-02-06,SURGERY,35,19,17,17,25,25,66.7,1
2024-02-07,ER,202,70,57,45,50,14,66.9,1
2024-02-07,ICU,26,18,17,19,20,24,34.6,1
2024-02-07,OPD,98,9,7,32,40,17,20.6,1
2024-02-07,SURGERY,42,23,16,22,25,23,68.5,1
2024-02-08,ER,172,60,56,38,50,16,65.1,0
2024-02-08,ICU,28,19,15,13,20,23,42.6,0
2024-02-08,OPD,95,9,6,31,40,19,25.1,0
2024-02-08,SURGERY,37,20,16,21,25,21,59.0,0
2024-02-09,ER,161,56,43,50,50,16,54.9,1
2024-02-09,ICU,30,21,15,12,20,20,32.4,1
2024-02-09,OPD,69,6,4,33,40,20,16.9,1
2024-02-09,SURGERY,38,20,16,18,25,22,63.7,1
2024-02-10,ER,110,38,34,41,50,12,44.1,0
2024-02-10,ICU,14,9,7,12,20,17,15.8,0
2024-02-10,OPD,72,7,6,29,40,21,14.4,0
2024-02-10,SURGERY,25,13,10,24,25,17,46.3,0
2024-02-11,ER,141,49,37,42,50,25,43.6,0
2024-02-11,ICU,24,16,11,16,20,27,34.4,0
2024-02-11,OPD,61,6,4,29,40,22,17.2,0
2024-02-11,SURGERY,25,13,10,18,25,28,39.3,0
2024-02-12,ER,138,48,43,38,50,21,46.9,0
2024-02-12,ICU,23,16,14,19,20,20,35.8,0
2024-02-12,OPD,92,9,8,40,40,16,24.4,0
2024-02-12,SURGERY,31,17,12,19,25,14,68.1,0
2024-02-13,ER,116,40,36,38,50,18,36.0,0
2024-02-13,ICU,27,18,14,19,20,18,32.0,0
2024-02-13,OPD,98,9,6,31,40,16,20.9,0
2024-02-13,SURGERY,30,16,14,21,25,20,52.5,0
2024-02-14,ER,158,55,47,35,50,18,60.4,0
2024-02-14,ICU,22,15,11,18,20,19,25.5,0
2024-02-14,OPD,93,9,7,33,40,17,22.9,0
2024-02-14,SURGERY,39,21,16,24,25,27,67.4,0
2024-02-15,ER,139,48,42,47,50,20,55.0,0
2024-02-15,ICU,26,18,14,13,20,23,28.2,0
2024-02-15,OPD,83,8,7,36,40,20,18.2,0
2024-02-15,SURGERY,33,18,12,24,25,23,64.6,0
2024-02-16,ER,135,47,37,37,50,18,40.7,0
2024-02-16,ICU,22,15,12,13,20,14,28.7,0
2024-02-16,OPD,87,8,6,24,40,17,20.8,0
2024-02-16,SURGERY,26,14,10,20,25,14,55.3,0
2024-02-17,ER,94,32,28,37,50,18,34.8,0
2024-02-17,ICU,17,11,10,16,20,23,23.6,0
2024-02-17,OPD,64,6,5,27,40,23,18.2,0
2024-02-17,SURGERY,24,13,11,24,25,22,53.2,0
2024-02-18,ER,119,41,37,35,50,22,44.4,1
2024-02-18,ICU,23,16,13,14,20,23,30.6,1
2024-02-18,OPD,89,8,7,32,40,14,22.6,1
2024-02-18,SURGERY,26,14,10,20,25,22,46.9,1
2024-02-19,ER,114,39,31,34,50,23,47.5,0
2024-02-19,ICU,21,14,10,14,20,16,29.8,0
2024-02-19,OPD,83,8,6,27,40,20,18.7,0
2024-02-19,SURGERY,33,18,13,23,25,17,52.2,0
2024-02-20,ER,123,43,40,47,50,14,36.3,0
2024-02-20,ICU,20,14,10,16,20,25,23.6,0
2024-02-20,OPD,83,8,5,36,40,23,18.3,0
2024-02-20,SURGERY,35,19,15,23,25,20,64.0,0
2024-02-21,ER,152,53,37,33,50,12,48.2,0
2024-02-21,ICU,22,15,10,20,20,19,30.4,0
2024-02-21,OPD,84,8,6,38,40,24,18.4,0
2024-02-21,SURGERY,30,16,13,17,25,20,50.2,0
2024-02-22,ER,139,48,38,34,50,18,48.6,0
2024-02-22,ICU,21,14,12,13,20,17,31.6,0
2024-02-22,OPD,97,9,7,26,40,20,23.4,0
2024-02-22,SURGERY,25,13,10,23,25,26,45.7,0
2024-02-23,ER,132,46,36,40,50,17,48.0,0
2024-02-23,ICU,26,18,14,19,20,27,31.3,0
2024-02-23,OPD,92,9,8,37,40,22,21.3,0
2024-02-23,SURGERY,49,26,18,21,25,15,82.8,0
2024-02-24,ER,112,39,27,45,50,22,40.6,0
2024-02-24,ICU,14,9,8,12,20,26,19.8,0
2024-02-24,OPD,66,6,4,29,40,18,17.2,0
2024-02-24,SURGERY,16,8,5,22,25,23,27.5,0
2024-02-25,ER,103,36,27,30,50,19,40.1,0
2024-02-25,ICU,15,10,9,12,20,21,18.0,0
2024-02-25,OPD,79,7,6,39,40,21,16.9,0
2024-02-25,SURGERY,23,12,10,22,25,20,41.0,0
2024-02-26,ER,137,47,38,35,50,16,50.2,0
2024-02-26,ICU,22,15,12,18,20,24,25.3,0
2024-02-26,OPD,113,11,10,38,40,25,29.1,0
2024-02-26,SURGERY,33,18,16,18,25,26,70.4,0
2024-02-27,ER,178,62,46,30,50,20,58.2,0
2024-02-27,ICU,28,19,17,20,20,19,36.3,0
2024-02-27,OPD,96,9,6,30,40,15,21.1,0
2024-02-27,SURGERY,36,19,14,16,25,23,64.5,0
2024-02-28,ER,148,51,44,41,50,16,43.2,0
2024-02-28,ICU,17,11,8,18,20,20,26.1,0
2024-02-28,OPD,86,8,7,27,40,18,20.4,0
2024-02-28,SURGERY,39,21,15,18,25,24,81.3,0
2024-02-29,ER,138,48,39,35,50,16,42.5,0
2024-02-29,ICU,19,13,12,20,20,19,27.9,0
2024-02-29,OPD,89,8,7,27,40,24,24.6,0
2024-02-29,SURGERY,43,23,17,21,25,23,87.4,0
2024-03-01,ER,187,65,51,50,50,14,75.8,1
2024-03-01,ICU,28,19,16,13,20,18,32.5,1
2024-03-01,OPD,116,11,8,40,40,15,28.1,1
2024-03-01,SURGERY,38,20,18,25,25,20,74.8,1
2024-03-02,ER,69,24,22,49,50,22,25.2,0
2024-03-02,ICU,15,10,7,13,20,19,22.4,0
2024-03-02,OPD,88,8,5,35,40,18,19.3,0
2024-03-02,SURGERY,24,13,9,23,25,17,39.9,0
2024-03-03,ER,99,34,31,50,50,21,31.9,0
2024-03-03,ICU,17,11,8,13,20,19,25.6,0
2024-03-03,OPD,93,9,7,37,40,22,26.4,0
2024-03-03,SURGERY,34,18,14,18,25,17,65.7,0
2024-03-04,ER,207,72,61,33,50,20,73.2,1
2024-03-04,ICU,28,19,13,15,20,16,38.4,1
2024-03-04,OPD,107,10,7,38,40,26,27.3,1
2024-03-04,SURGERY,32,17,15,20,25,20,53.1,1
2024-03-05,ER,171,59,54,42,50,27,64.6,0
2024-03-05,ICU,20,14,12,20,20,20,25.9,0
2024-03-05,OPD,92,9,6,31,40,15,22.6,0
2024-03-05,SURGERY,29,15,11,21,25,26,45.3,0
2024-03-06,ER,148,51,43,38,50,15,57.4,1
2024-03-06,ICU,25,17,13,15,20,18,37.0,1
2024-03-06,OPD,95,9,8,36,40,13,24.2,1
2024-03-06,SURGERY,37,20,17,25,25,21,76.1,1
2024-03-07,ER,128,44,31,42,50,22,45.6,0
2024-03-07,ICU,28,19,17,18,20,21,38.6,0
2024-03-07,OPD,75,7,6,25,40,25,17.6,0
2024-03-07,SURGERY,36,19,13,17,25,24,75.1,0
2024-03-08,ER,165,57,47,41,50,19,57.7,0
2024-03-08,ICU,23,16,12,12,20,24,32.3,0
2024-03-08,OPD,80,8,6,28,40,14,20.4,0
2024-03-08,SURGERY,33,18,13,20,25,20,66.8,0
2024-03-09,ER,145,50,42,30,50,24,56.6,1
2024-03-09,ICU,22,15,14,14,20,22,29.2,1
2024-03-09,OPD,70,7,5,33,40,21,19.1,1
2024-03-09,SURGERY,32,17,12,21,25,13,60.3,1
2024-03-10,ER,81,28,23,50,50,21,33.4,0
2024-03-10,ICU,21,14,10,17,20,23,30.3,0
2024-03-10,OPD,73,7,6,31,40,24,15.7,0
2024-03-10,SURGERY,24,13,10,25,25,18,50.7,0
2024-03-11,ER,122,42,31,47,50,17,43.9,0
2024-03-11,ICU,21,14,10,13,20,22,32.6,0
2024-03-11,OPD,97,9,8,26,40,24,25.6,0
2024-03-11,SURGERY,41,22,16,22,25,20,65.6,0
2024-03-12,ER,126,44,39,42,50,24,42.8,0
2024-03-12,ICU,26,18,13,19,20,16,34.5,0
2024-03-12,OPD,61,6,4,37,40,13,16.7,0
2024-03-12,SURGERY,31,17,13,22,25,16,63.3,0
2024-03-13,ER,160,56,52,50,50,18,53.9,1
2024-03-13,ICU,25,17,15,16,20,26,34.8,1
2024-03-13,OPD,90,9,6,26,40,18,22.6,1
2024-03-13,SURGERY,36,19,15,24,25,15,58.7,1
2024-03-14,ER,146,51,37,35,50,15,46.6,0
2024-03-14,ICU,24,16,13,18,20,22,29.8,0
2024-03-14,OPD,59,5,4,40,40,20,12.8,0
2024-03-14,SURGERY,23,12,11,22,25,15,37.9,0
2024-03-15,ER,127,44,41,43,50,23,37.7,0
2024-03-15,ICU,26,18,14,16,20,27,39.0,0
2024-03-15,OPD,52,5,4,30,40,14,11.7,0
2024-03-15,SURGERY,32,17,15,18,25,18,55.7,0
2024-03-16,ER,93,32,28,44,50,23,29.4,0
2024-03-16,ICU,23,16,11,18,20,21,30.1,0
2024-03-16,OPD,62,6,4,36,40,20,15.2,0
2024-03-16,SURGERY,28,15,12,17,25,22,47.2,0
2024-03-17,ER,107,37,28,41,50,25,39.3,0
2024-03-17,ICU,10,7,5,19,20,16,14.3,0
2024-03-17,OPD,77,7,4,32,40,13,18.0,0
2024-03-17,SURGERY,27,14,12,21,25,19,52.5,0
2024-03-18,ER,171,59,45,47,50,21,60.5,1
2024-03-18,ICU,43,30,21,17,20,18,50.5,1
2024-03-18,OPD,75,7,5,31,40,18,19.9,1
2024-03-18,SURGERY,49,26,23,25,25,26,102.5,1
2024-03-19,ER,133,46,41,33,50,16,49.6,0
2024-03-19,ICU,26,18,14,20,20,14,32.1,0
2024-03-19,OPD,89,8,6,26,40,22,25.1,0
2024-03-19,SURGERY,32,17,16,15,25,27,59.4,0
2024-03-20,ER,128,44,33,50,50,15,41.4,0
2024-03-20,ICU,26,18,13,14,20,17,33.2,0
2024-03-20,OPD,69,6,4,37,40,24,18.0,0
2024-03-20,SURGERY,38,20,14,24,25,18,80.7,0
2024-03-21,ER,131,45,35,49,50,14,43.9,0
2024-03-21,ICU,20,14,12,20,20,17,23.8,0
2024-03-21,OPD,83,8,6,29,40,26,21.2,0
2024-03-21,SURGERY,41,22,17,22,25,22,89.2,0
2024-03-22,ER,149,52,48,32,50,13,46.6,1
2024-03-22,ICU,30,21,14,15,20,20,44.0,1
2024-03-22,OPD,93,9,6,39,40,21,22.5,1
2024-03-22,SURGERY,44,24,20,19,25,26,92.0,1
2024-03-23,ER,119,41,35,43,50,18,42.2,0
2024-03-23,ICU,25,17,12,16,20,21,31.5,0
2024-03-23,OPD,65,6,4,35,40,23,17.0,0
2024-03-23,SURGERY,29,15,12,25,25,13,62.7,0
2024-03-24,ER,107,37,32,31,50,28,35.4,0
2024-03-24,ICU,23,16,13,17,20,14,29.9,0
2024-03-24,OPD,57,5,3,39,40,19,12.6,0
2024-03-24,SURGERY,30,16,11,20,25,16,50.1,0
2024-03-25,ER,135,47,37,31,50,16,52.6,0
2024-03-25,ICU,24,16,11,17,20,16,28.2,0
2024-03-25,OPD,91,9,8,29,40,21,24.6,0
2024-03-25,SURGERY,36,19,15,16,25,21,66.1,0
2024-03-26,ER,137,47,36,49,50,26,57.2,0
2024-03-26,ICU,25,17,15,16,20,18,29.4,0
2024-03-26,OPD,111,11,9,40,40,21,23.1,0
2024-03-26,SURGERY,40,22,17,24,25,18,63.8,0
2024-03-27,ER,158,55,49,45,50,27,62.7,0
2024-03-27,ICU,23,16,14,12,20,17,29.7,0
2024-03-27,OPD,77,7,6,31,40,17,15.4,0
2024-03-27,SURGERY,40,22,15,17,25,24,85.7,0
2024-03-28,ER,158,55,46,50,50,17,63.5,0
2024-03-28,ICU,30,21,18,13,20,24,44.0,0
2024-03-28,OPD,81,8,5,29,40,22,18.0,0
2024-03-28,SURGERY,33,18,13,20,25,25,59.3,0
2024-03-29,ER,126,44,40,35,50,18,48.5,1
2024-03-29,ICU,27,18,12,13,20,19,35.5,1
2024-03-29,OPD,116,11,9,34,40,20,24.8,1
2024-03-29,SURGERY,37,20,16,16,25,17,63.2,1
2024-03-30,ER,118,41,33,31,50,26,48.9,0
2024-03-30,ICU,18,12,8,15,20,18,20.7,0
2024-03-30,OPD,71,7,6,36,40,25,18.8,0
2024-03-30,SURGERY,20,11,8,21,25,18,37.4,0
2024-03-31,ER,106,37,30,39,50,22,40.9,0
2024-03-31,ICU,7,4,3,17,20,26,9.8,0
2024-03-31,OPD,64,6,5,30,40,17,15.3,0
2024-03-31,SURGERY,17,9,8,25,25,24,30.4,0
2024-04-01,ER,186,65,54,31,50,17,71.8,1
2024-04-01,ICU,31,21,16,18,20,26,38.3,1
2024-04-01,OPD,109,10,9,40,40,17,29.4,1
2024-04-01,SURGERY,48,26,22,24,25,21,96.4,1
2024-04-02,ER,120,42,32,34,50,26,43.6,0
2024-04-02,ICU,31,21,15,14,20,15,39.0,0
2024-04-02,OPD,102,10,9,36,40,23,22.3,0
2024-04-02,SURGERY,33,18,14,15,25,21,67.0,0
2024-04-03,ER,163,57,49,48,50,15,49.1,0
2024-04-03,ICU,20,14,11,18,20,16,30.9,0
2024-04-03,OPD,78,7,5,37,40,18,22.4,0
2024-04-03,SURGERY,31,17,14,16,25,21,50.6,0
2024-04-04,ER,149,52,37,46,50,13,45.1,1
2024-04-04,ICU,24,16,12,18,20,24,30.7,1
2024-04-04,OPD,120,12,10,38,40,23,34.3,1
2024-04-04,SURGERY,38,20,16,15,25,24,69.1,1
2024-04-05,ER,147,51,45,30,50,27,49.4,0
2024-04-05,ICU,22,15,13,15,20,27,31.2,0
2024-04-05,OPD,65,6,5,26,40,18,14.0,0
2024-04-05,SURGERY,36,19,13,21,25,20,64.5,0
2024-04-06,ER,64,22,16,50,50,16,20.9,0
2024-04-06,ICU,18,12,10,15,20,23,24.6,0
2024-04-06,OPD,49,4,3,39,40,16,10.5,0
2024-04-06,SURGERY,36,19,17,15,25,18,69.1,0
2024-04-07,ER,124,43,39,33,50,21,49.5,0
2024-04-07,ICU,19,13,10,12,20,15,25.2,0
2024-04-07,OPD,84,8,6,29,40,19,21.9,0
2024-04-07,SURGERY,21,11,8,25,25,23,33.5,0
2024-04-08,ER,172,60,44,32,50,19,59.7,1
2024-04-08,ICU,29,20,14,17,20,19,32.6,1
2024-04-08,OPD,107,10,9,32,40,18,27.1,1
2024-04-08,SURGERY,46,25,19,25,25,21,79.8,1
2024-04-09,ER,155,54,41,32,50,21,50.6,0
2024-04-09,ICU,26,18,12,13,20,22,29.0,0
2024-04-09,OPD,67,6,5,24,40,15,15.2,0
2024-04-09,SURGERY,29,15,12,19,25,12,54.8,0
2024-04-10,ER,137,47,40,36,50,20,49.9,0
2024-04-10,ICU,25,17,15,19,20,20,27.8,0
2024-04-10,OPD,74,7,5,34,40,18,19.1,0
2024-04-10,SURGERY,47,25,21,21,25,20,88.3,0
2024-04-11,ER,171,59,41,41,50,19,61.3,0
2024-04-11,ICU,27,18,13,12,20,17,40.0,0
2024-04-11,OPD,90,9,8,32,40,14,20.7,0
2024-04-11,SURGERY,33,18,16,25,25,23,54.9,0
2024-04-12,ER,120,42,33,48,50,20,43.2,0
2024-04-12,ICU,25,17,13,20,20,20,38.3,0
2024-04-12,OPD,93,9,7,38,40,16,22.9,0
2024-04-12,SURGERY,28,15,10,16,25,24,59.2,0
2024-04-13,ER,127,44,33,35,50,19,49.1,1
2024-04-13,ICU,20,14,10,12,20,22,26.6,1
2024-04-13,OPD,51,5,3,29,40,25,13.1,1
2024-04-13,SURGERY,25,13,11,16,25,15,45.5,1
2024-04-14,ER,96,33,25,40,50,22,34.3,0
2024-04-14,ICU,25,17,12,18,20,24,33.1,0
2024-04-14,OPD,75,7,5,39,40,17,19.7,0
2024-04-14,SURGERY,19,10,9,23,25,18,34.7,0
2024-04-15,ER,171,59,44,50,50,21,51.7,1
2024-04-15,ICU,22,15,10,12,20,17,32.1,1
2024-04-15,OPD,118,11,8,24,40,16,30.8,1
2024-04-15,SURGERY,37,20,17,22,25,25,81.2,1
2024-04-16,ER,159,55,46,36,50,25,54.8,1
2024-04-16,ICU,33,23,20,14,20,25,36.9,1
2024-04-16,OPD,86,8,7,29,40,23,18.1,1
2024-04-16,SURGERY,32,17,15,18,25,24,66.3,1
2024-04-17,ER,127,44,37,41,50,22,37.8,0
2024-04-17,ICU,28,19,15,15,20,21,42.4,0
2024-04-17,OPD,69,6,4,33,40,13,15.5,0
2024-04-17,SURGERY,20,11,10,22,25,18,43.2,0
2024-04-18,ER,130,45,35,38,50,23,50.5,0
2024-04-18,ICU,27,18,13,14,20,22,40.5,0
2024-04-18,OPD,106,10,8,26,40,17,23.2,0
2024-04-18,SURGERY,32,17,13,18,25,14,62.4,0
2024-04-19,ER,131,45,38,46,50,14,39.5,0
2024-04-19,ICU,29,20,16,18,20,21,34.1,0
2024-04-19,OPD,64,6,4,36,40,17,14.6,0
2024-04-19,SURGERY,32,17,15,17,25,22,65.6,0
2024-04-20,ER,108,37,28,43,50,14,31.6,0
2024-04-20,ICU,20,14,11,17,20,19,30.3,0
2024-04-20,OPD,60,6,5,32,40,20,12.4,0
