policy_id,policy_start_date,vehicle_type,policy_type,region,vehicle_age,driver_age,base_premium,discount_pct,final_premium,expected_claim_cost,policy_year,underwriting_margin
POL12294,9/30/2023,Sedan,Third Party,North,1,53,10300,10,9270,5059.569577,2023,4210.430423
POL12295,7/14/2023,Sedan,Third Party,East,8,41,12400,0,12400,7282.888565,2023,5117.111435
POL12296,7/1/2023,Sedan,Third Party,East,8,48,12400,10,11160,5734.279589,2023,5425.720411
POL12297,10/5/2023,Hatchback,Third Party,South,1,55,8300,0,8300,5563.625999,2023,2736.374001
POL12298,8/5/2024,Hatchback,Comprehensive,East,7,37,12600,0,12600,6977.068701,2024,5622.931299
POL12299,2/21/2024,Hatchback,Comprehensive,West,14,30,14700,5,13965,5777.015783,2024,8187.984217
POL12300,4/30/2023,Hatchback,Third Party,West,8,35,10400,0,10400,7861.209076,2023,2538.790924
POL12301,8/8/2023,SUV,Third Party,West,14,52,17200,5,16340,9594.145564,2023,6745.854436
POL12302,12/18/2023,Hatchback,Third Party,South,1,38,8300,5,7885,6053.327894,2023,1831.672106
POL12303,1/31/2024,Hatchback,Third Party,West,0,63,8000,5,7600,3128.956812,2024,4471.043188
POL12304,2/3/2023,Sedan,Comprehensive,South,4,40,13700,15,11645,6013.043909,2023,5631.956091
POL12305,4/24/2023,Sedan,Third Party,East,0,37,10000,0,10000,6944.216058,2023,3055.783942
POL12306,7/24/2023,SUV,Comprehensive,West,4,27,16700,5,15865,9592.032083,2023,6272.967917
POL12307,10/4/2023,Hatchback,Third Party,South,13,36,11900,5,11305,7153.624721,2023,4151.375279
POL12308,5/22/2023,Sedan,Comprehensive,East,13,38,16400,10,14760,10856.7539,2023,3903.246101
POL12309,8/17/2024,Sedan,Third Party,East,14,21,16200,15,13770,9500.371205,2024,4269.628795
POL12310,1/20/2023,Luxury,Third Party,South,4,59,19200,0,19200,12067.98002,2023,7132.019975
POL12311,9/6/2023,Sedan,Comprehensive,West,4,26,13700,10,12330,9316.755724,2023,3013.244276
POL12312,8/17/2024,SUV,Comprehensive,South,11,32,18800,10,16920,12707.22823,2024,4212.771768
POL12313,2/28/2024,Sedan,Comprehensive,East,2,57,13100,5,12445,9171.726435,2024,3273.273565
POL12314,12/5/2024,SUV,Comprehensive,West,13,46,19400,10,17460,11439.64797,2024,6020.352028
POL12315,4/29/2024,Sedan,Third Party,South,6,42,11800,0,11800,9395.026293,2024,2404.973707
POL12316,4/25/2024,SUV,Third Party,East,4,44,14200,5,13490,10008.38396,2024,3481.616043
POL12317,10/4/2024,Sedan,Third Party,South,0,58,10000,15,8500,5324.561748,2024,3175.438252
POL12318,4/2/2024,Hatchback,Comprehensive,West,14,48,14700,10,13230,6339.674468,2024,6890.325532
POL12319,12/22/2023,Hatchback,Third Party,South,2,47,8600,5,8170,4914.960168,2023,3255.039832
POL12320,3/8/2024,Hatchback,Third Party,East,5,35,9500,10,8550,6322.733436,2024,2227.266564
POL12321,6/22/2024,SUV,Comprehensive,North,8,49,17900,0,17900,13780.47595,2024,4119.524054
POL12322,3/11/2024,SUV,Third Party,South,3,52,13900,0,13900,10654.98999,2024,3245.010007
POL12323,8/3/2024,Luxury,Third Party,West,9,59,20700,15,17595,8664.699018,2024,8930.300982
POL12324,6/10/2023,SUV,Comprehensive,East,10,55,18500,0,18500,12148.48016,2023,6351.519841
POL12325,3/27/2023,SUV,Third Party,South,0,27,13000,0,13000,7777.438989,2023,5222.561011
POL12326,7/20/2024,Sedan,Comprehensive,East,13,55,16400,5,15580,10867.74889,2024,4712.251113
POL12327,4/17/2023,Sedan,Comprehensive,South,0,21,14500,0,14500,7909.222863,2023,6590.777137
POL12328,7/16/2023,Hatchback,Third Party,South,12,53,11600,5,11020,5028.240118,2023,5991.759882
POL12329,4/25/2024,Sedan,Comprehensive,North,11,36,15800,0,15800,7740.475477,2024,8059.524523
POL12330,12/25/2023,Hatchback,Third Party,West,8,57,10400,10,9360,5886.479275,2023,3473.520725
POL12331,1/8/2023,Sedan,Third Party,West,13,38,13900,5,13205,5946.679963,2023,7258.320037
POL12332,1/2/2024,Hatchback,Third Party,East,5,46,9500,0,9500,6052.837619,2024,3447.162381
POL12333,12/13/2023,Hatchback,Comprehensive,West,6,42,12300,5,11685,4943.611672,2023,6741.388328
POL12334,6/30/2024,Sedan,Comprehensive,East,12,22,18100,0,18100,10676.43504,2024,7423.564963
POL12335,4/23/2023,Hatchback,Comprehensive,South,0,23,12500,5,11875,5992.696317,2023,5882.303683
POL12336,10/12/2023,SUV,Comprehensive,South,9,29,18200,5,17290,10851.52611,2023,6438.473888
POL12337,12/24/2023,Hatchback,Comprehensive,South,14,54,14700,15,12495,6033.153141,2023,6461.846859
POL12338,6/10/2023,Hatchback,Third Party,West,13,34,11900,15,10115,5511.649145,2023,4603.350855
POL12339,8/5/2024,Hatchback,Third Party,West,10,34,11000,10,9900,6774.242294,2024,3125.757706
POL12340,12/30/2023,Hatchback,Comprehensive,West,10,28,13500,15,11475,7849.551241,2023,3625.448759
POL12341,6/15/2023,Hatchback,Third Party,North,5,61,9500,10,8550,6683.974813,2023,1866.025187
POL12342,12/12/2023,SUV,Comprehensive,South,0,37,15500,5,14725,7407.139029,2023,7317.860971
POL12343,4/28/2023,SUV,Third Party,South,12,36,16600,5,15770,8191.497875,2023,7578.502125
POL12344,2/7/2024,Hatchback,Third Party,South,8,58,10400,0,10400,8312.694682,2024,2087.305318
POL12345,11/20/2023,SUV,Third Party,East,9,36,15700,0,15700,11101.45801,2023,4598.541985
POL12346,12/27/2024,Hatchback,Third Party,North,11,39,11300,5,10735,5484.21678,2024,5250.78322
POL12347,3/7/2023,Hatchback,Third Party,South,6,21,11800,5,11210,8874.523127,2023,2335.476873
POL12348,1/17/2024,Sedan,Third Party,East,12,45,13600,10,12240,7652.111309,2024,4587.888691
POL12349,7/1/2024,Sedan,Third Party,South,3,59,10900,0,10900,5354.41831,2024,5545.58169
POL12350,6/13/2023,Sedan,Comprehensive,North,2,23,15100,5,14345,6424.996475,2023,7920.003525
POL12351,10/12/2024,Sedan,Comprehensive,North,9,34,15200,5,14440,10747.41494,2024,3692.58506
POL12352,1/31/2023,Hatchback,Third Party,West,12,64,11600,15,9860,7859.3059,2023,2000.6941
POL12353,3/12/2023,Sedan,Comprehensive,West,7,34,14600,0,14600,10686.7213,2023,3913.278699
POL12354,4/11/2024,Sedan,Comprehensive,East,4,40,13700,5,13015,5745.047836,2024,7269.952164
POL12355,9/25/2024,Luxury,Comprehensive,South,14,36,24700,0,24700,19700.69761,2024,4999.302394
POL12356,1/14/2024,Luxury,Comprehensive,East,14,25,24700,10,22230,11211.30996,2024,11018.69004
POL12357,4/9/2024,Sedan,Third Party,East,5,43,11500,0,11500,7408.846159,2024,4091.153841
POL12358,6/23/2023,Luxury,Comprehensive,East,1,29,20800,5,19760,8918.655438,2023,10841.34456
POL12359,1/5/2023,SUV,Comprehensive,South,14,45,19700,0,19700,9318.865393,2023,10381.13461
POL12360,11/13/2024,Hatchback,Third Party,South,3,55,8900,15,7565,5799.87769,2024,1765.12231
POL12361,4/8/2023,Sedan,Comprehensive,West,1,51,12800,0,12800,6028.661459,2023,6771.338541
POL12362,5/29/2023,Luxury,Comprehensive,East,10,31,23500,5,22325,9708.91156,2023,12616.08844
POL12363,3/21/2024,SUV,Comprehensive,East,8,29,17900,0,17900,11801.24758,2024,6098.752418
POL12364,3/13/2024,SUV,Comprehensive,East,14,56,19700,15,16745,8161.837595,2024,8583.162405
POL12365,9/14/2024,Sedan,Comprehensive,West,3,45,13400,15,11390,8550.472376,2024,2839.527624
POL12366,2/8/2024,Hatchback,Comprehensive,South,9,38,13200,0,13200,10525.09856,2024,2674.90144
POL12367,5/24/2023,Hatchback,Comprehensive,South,0,24,12500,10,11250,4597.376962,2023,6652.623038
POL12368,11/3/2024,Sedan,Comprehensive,West,6,56,14300,0,14300,6939.144237,2024,7360.855763
POL12369,12/23/2024,Hatchback,Comprehensive,East,5,32,12000,15,10200,6071.676301,2024,4128.323699
POL12370,6/20/2024,Luxury,Comprehensive,North,5,22,24000,10,21600,8926.273113,2024,12673.72689
POL12371,4/17/2024,Sedan,Third Party,East,7,46,12100,0,12100,6159.713073,2024,5940.286927
POL12372,5/4/2024,SUV,Comprehensive,East,6,28,17300,15,14705,9577.405285,2024,5127.594715
POL12373,7/12/2023,Hatchback,Comprehensive,South,11,44,13800,0,13800,9743.84992,2023,4056.15008
POL12374,4/7/2023,Hatchback,Comprehensive,North,13,35,14400,10,12960,5439.282977,2023,7520.717023
POL12375,9/11/2023,Luxury,Comprehensive,North,1,26,20800,0,20800,14829.12212,2023,5970.877885
POL12376,9/7/2024,Hatchback,Comprehensive,West,13,35,14400,10,12960,8523.277276,2024,4436.722724
POL12377,4/25/2024,SUV,Comprehensive,East,3,24,18400,5,17480,11937.40109,2024,5542.598913
POL12378,4/24/2024,Hatchback,Comprehensive,East,5,47,12000,10,10800,4460.738612,2024,6339.261388
POL12379,6/25/2023,SUV,Third Party,West,12,60,16600,10,14940,11475.54068,2023,3464.459323
POL12380,9/26/2023,Hatchback,Third Party,North,12,23,13600,5,12920,8386.781497,2023,4533.218503
POL12381,10/16/2023,Sedan,Comprehensive,East,6,53,14300,0,14300,10611.91768,2023,3688.082322
POL12382,10/1/2024,Sedan,Third Party,East,0,30,10000,10,9000,4706.541789,2024,4293.458211
POL12383,1/8/2023,Hatchback,Third Party,East,3,26,8900,5,8455,4584.934753,2023,3870.065247
POL12384,5/26/2023,SUV,Comprehensive,South,12,59,19100,15,16235,10164.3927,2023,6070.607297
POL12385,3/17/2023,Hatchback,Comprehensive,South,13,37,14400,0,14400,10830.51485,2023,3569.485148
POL12386,11/29/2023,SUV,Comprehensive,North,10,48,18500,15,15725,11943.07803,2023,3781.921971
POL12387,1/1/2024,SUV,Third Party,West,5,40,14500,10,13050,5400.057787,2024,7649.942213
POL12388,1/9/2024,Luxury,Comprehensive,West,1,47,20800,5,19760,9784.552578,2024,9975.447422
POL12389,5/25/2023,Sedan,Third Party,East,14,38,14200,10,12780,5223.476326,2023,7556.523674
POL12390,7/7/2024,Luxury,Comprehensive,West,0,60,20500,0,20500,10609.17664,2024,9890.823364
POL12391,6/8/2024,Sedan,Comprehensive,South,0,37,12500,15,10625,7611.278009,2024,3013.721991
POL12392,9/20/2024,SUV,Comprehensive,East,9,54,18200,10,16380,8800.964794,2024,7579.035206
POL12393,4/20/2024,Luxury,Third Party,South,7,22,22100,0,22100,10442.80764,2024,11657.19236
POL12394,11/30/2024,Hatchback,Third Party,East,2,29,8600,10,7740,4203.368275,2024,3536.631725
POL12395,2/21/2023,Sedan,Third Party,West,14,51,14200,0,14200,9206.973776,2023,4993.026224
POL12396,8/29/2024,Luxury,Comprehensive,East,2,50,21100,5,20045,14787.8664,2024,5257.133603
POL12397,2/6/2024,Hatchback,Comprehensive,East,8,44,12900,10,11610,8795.635652,2024,2814.364348
POL12398,9/22/2023,Hatchback,Comprehensive,West,7,30,12600,0,12600,7377.661463,2023,5222.338537
POL12399,2/19/2023,Luxury,Comprehensive,West,2,38,21100,15,17935,12841.85676,2023,5093.143237
POL12400,2/16/2024,Sedan,Third Party,West,5,26,11500,0,11500,7616.905163,2024,3883.094837
POL12401,7/20/2023,Sedan,Third Party,West,5,56,11500,5,10925,8390.253705,2023,2534.746295
POL12402,9/23/2024,Sedan,Comprehensive,North,13,40,16400,10,14760,10308.9358,2024,4451.064199
POL12403,10/30/2024,Luxury,Comprehensive,East,1,36,20800,10,18720,11165.64536,2024,7554.354645
POL12404,2/1/2024,SUV,Comprehensive,South,0,32,15500,5,14725,7628.89439,2024,7096.10561
POL12405,7/2/2023,SUV,Third Party,West,5,54,14500,10,13050,6335.581729,2023,6714.418271
POL12406,7/19/2024,Sedan,Third Party,East,8,43,12400,0,12400,7207.740123,2024,5192.259877
POL12407,11/2/2024,Hatchback,Comprehensive,East,2,33,11100,0,11100,6995.562438,2024,4104.437562
POL12408,9/21/2023,Sedan,Third Party,West,10,38,13000,15,11050,6180.293328,2023,4869.706672
POL12409,3/30/2023,SUV,Comprehensive,North,4,54,16700,0,16700,7422.926721,2023,9277.073279
POL12410,2/13/2023,SUV,Comprehensive,North,14,61,19700,0,19700,10173.70159,2023,9526.298415
POL12411,5/27/2024,Sedan,Comprehensive,South,13,30,16400,0,16400,7114.61994,2024,9285.38006
POL12412,9/13/2023,Sedan,Comprehensive,South,14,45,16700,5,15865,12611.6882,2023,3253.311802
POL12413,3/14/2024,SUV,Third Party,North,12,26,16600,15,14110,8681.121768,2024,5428.878232
POL12414,12/13/2023,SUV,Comprehensive,East,8,48,17900,10,16110,11634.66205,2023,4475.337951
POL12415,5/15/2024,SUV,Comprehensive,North,10,39,18500,10,16650,7382.598978,2024,9267.401022
POL12416,11/12/2023,SUV,Third Party,East,4,34,14200,10,12780,6407.73529,2023,6372.26471
POL12417,3/3/2024,Hatchback,Comprehensive,East,6,48,12300,0,12300,9334.907711,2024,2965.092289
POL12418,1/18/2023,Sedan,Comprehensive,East,6,45,14300,10,12870,6152.857756,2023,6717.142244
POL12419,10/8/2023,Hatchback,Third Party,West,6,63,9800,10,8820,4416.73236,2023,4403.26764
POL12420,5/30/2024,SUV,Third Party,West,12,21,18600,0,18600,11084.81242,2024,7515.187583
POL12421,2/13/2024,SUV,Comprehensive,South,1,37,15800,5,15010,6336.565943,2024,8673.434057
POL12422,9/1/2023,SUV,Third Party,North,8,29,15400,0,15400,12257.0104,2023,3142.989599
POL12423,6/2/2023,Hatchback,Comprehensive,West,2,51,11100,0,11100,8816.969417,2023,2283.030583
POL12424,7/4/2024,SUV,Comprehensive,West,7,61,17600,5,16720,10363.41296,2024,6356.587039
POL12425,3/17/2023,SUV,Third Party,West,10,44,16000,0,16000,9911.251908,2023,6088.748092
POL12426,10/4/2023,Hatchback,Third Party,North,9,38,10700,0,10700,6071.630195,2023,4628.369805
POL12427,6/14/2024,Hatchback,Comprehensive,West,4,29,11700,0,11700,8391.757959,2024,3308.242041
POL12428,5/12/2023,Hatchback,Comprehensive,North,0,54,10500,0,10500,8111.026057,2023,2388.973943
POL12429,10/26/2023,Sedan,Third Party,North,14,63,14200,0,14200,8402.567578,2023,5797.432422
POL12430,7/28/2023,Sedan,Third Party,West,9,30,12700,10,11430,8790.561467,2023,2639.438533
POL12431,11/27/2024,Sedan,Comprehensive,North,1,51,12800,15,10880,5869.46097,2024,5010.53903
POL12432,5/22/2023,SUV,Comprehensive,West,14,34,19700,5,18715,8580.694639,2023,10134.30536
POL12433,1/9/2023,Hatchback,Third Party,West,0,36,8000,10,7200,3781.679528,2023,3418.320472
POL12434,8/1/2024,Luxury,Third Party,West,8,56,20400,5,19380,14637.28164,2024,4742.718361
POL12435,7/2/2023,Hatchback,Third Party,West,0,40,8000,0,8000,3779.458247,2023,4220.541753
POL12436,1/11/2023,SUV,Comprehensive,West,3,35,16400,0,16400,11269.51848,2023,5130.481525
POL12437,6/25/2024,Luxury,Comprehensive,South,3,27,21400,0,21400,17092.28773,2024,4307.712273
POL12438,2/19/2023,Hatchback,Comprehensive,East,8,47,12900,5,12255,7041.660986,2023,5213.339014
POL12439,11/23/2023,SUV,Third Party,East,0,43,13000,10,11700,6826.008251,2023,4873.991749
POL12440,11/22/2024,Luxury,Comprehensive,North,2,28,21100,0,21100,15870.13877,2024,5229.861227
POL12441,1/6/2024,Hatchback,Comprehensive,North,9,61,13200,5,12540,7281.40961,2024,5258.59039
POL12442,1/31/2023,Hatchback,Third Party,East,8,42,10400,0,10400,4631.995686,2023,5768.004314
POL12443,10/28/2023,Sedan,Comprehensive,North,0,42,12500,10,11250,6218.867963,2023,5031.132037
POL12444,8/31/2024,Hatchback,Third Party,South,8,54,10400,5,9880,7357.351401,2024,2522.648599
POL12445,8/21/2024,Hatchback,Third Party,South,7,56,10100,10,9090,4297.318218,2024,4792.681782
POL12446,8/16/2023,SUV,Third Party,North,4,60,14200,5,13490,10208.5584,2023,3281.441599
POL12447,2/19/2024,Luxury,Comprehensive,North,14,47,24700,0,24700,12025.58542,2024,12674.41458
POL12448,6/8/2024,Hatchback,Third Party,East,8,23,12400,10,11160,7916.989665,2024,3243.010335
POL12449,2/18/2023,Sedan,Comprehensive,North,1,22,14800,0,14800,11272.64901,2023,3527.350991
POL12450,4/26/2024,Hatchback,Comprehensive,West,12,64,14100,0,14100,10921.61404,2024,3178.385958
POL12451,11/21/2024,Luxury,Comprehensive,West,0,40,20500,0,20500,16185.49017,2024,4314.509827
POL12452,4/24/2023,Luxury,Comprehensive,South,10,34,23500,10,21150,12338.05644,2023,8811.943555
POL12453,3/3/2023,Sedan,Comprehensive,West,9,36,15200,5,14440,7817.228889,2023,6622.771111
POL12454,12/21/2024,SUV,Third Party,North,10,49,16000,0,16000,9558.508715,2024,6441.491285
POL12455,4/26/2024,Hatchback,Comprehensive,North,4,59,11700,5,11115,7080.983922,2024,4034.016078
POL12456,8/27/2023,Sedan,Third Party,West,1,51,10300,10,9270,3860.274114,2023,5409.725886
POL12457,8/7/2024,Hatchback,Comprehensive,South,3,28,11400,0,11400,5452.962223,2024,5947.037777
POL12458,11/2/2024,Hatchback,Comprehensive,East,0,48,10500,0,10500,8118.662467,2024,2381.337533
POL12459,5/14/2024,Hatchback,Comprehensive,West,2,26,11100,0,11100,6996.330371,2024,4103.669629
POL12460,3/2/2023,Sedan,Comprehensive,North,12,56,16100,0,16100,9983.70079,2023,6116.29921
POL12461,1/29/2023,SUV,Third Party,South,2,45,13600,0,13600,5652.879464,2023,7947.120536
POL12462,1/12/2023,Sedan,Third Party,North,8,49,12400,0,12400,6799.780189,2023,5600.219811
POL12463,12/6/2023,Sedan,Comprehensive,West,2,36,13100,0,13100,5825.453815,2023,7274.546185
POL12464,7/19/2024,Hatchback,Comprehensive,South,5,58,12000,15,10200,7837.820297,2024,2362.179703
POL12465,9/2/2023,Luxury,Third Party,North,10,53,21000,0,21000,16345.16971,2023,4654.830286
POL12466,2/14/2024,SUV,Comprehensive,South,11,48,18800,15,15980,10972.70912,2024,5007.290878
POL12467,1/21/2024,Sedan,Third Party,North,11,57,13300,10,11970,6055.524827,2024,5914.475173
POL12468,8/2/2023,SUV,Third Party,West,5,64,14500,10,13050,9686.360235,2023,3363.639765
POL12469,6/14/2023,SUV,Third Party,West,0,58,13000,0,13000,6449.276899,2023,6550.723101
POL12470,6/26/2023,SUV,Comprehensive,South,14,27,19700,0,19700,13744.18652,2023,5955.813475
POL12471,2/2/2024,Sedan,Third Party,North,1,50,10300,5,9785,7584.500786,2024,2200.499214
POL12472,5/29/2024,Sedan,Comprehensive,East,2,56,13100,0,13100,5241.730035,2024,7858.269965
POL12473,6/26/2024,SUV,Comprehensive,East,4,22,18700,0,18700,13430.67867,2024,5269.321332
POL12474,12/14/2024,Sedan,Third Party,South,8,21,14400,5,13680,10874.59069,2024,2805.409315
POL12475,12/3/2023,Sedan,Third Party,South,6,22,13800,5,13110,5823.163758,2023,7286.836242
POL12476,11/8/2023,Hatchback,Comprehensive,South,5,58,12000,0,12000,6027.515169,2023,5972.484831
POL12477,2/12/2024,Sedan,Third Party,East,7,56,12100,10,10890,6743.232063,2024,4146.767937
POL12478,7/27/2023,Luxury,Third Party,South,11,59,21300,0,21300,16149.19407,2023,5150.805927
POL12479,9/12/2023,Hatchback,Comprehensive,East,7,35,12600,15,10710,4933.911141,2023,5776.088859
POL12480,10/21/2024,SUV,Comprehensive,South,5,45,17000,5,16150,11353.62438,2024,4796.375618
POL12481,7/30/2024,SUV,Third Party,West,8,47,15400,0,15400,6310.702569,2024,9089.297431
POL12482,2/1/2023,Hatchback,Third Party,South,1,61,8300,5,7885,3387.360941,2023,4497.639059
POL12483,7/17/2023,Hatchback,Comprehensive,East,11,35,13800,5,13110,10302.81106,2023,2807.188942
POL12484,10/12/2024,SUV,Third Party,East,7,58,15100,0,15100,11496.22102,2024,3603.778984
POL12485,2/24/2024,Sedan,Third Party,South,4,53,11200,15,9520,4908.275335,2024,4611.724665
POL12486,4/29/2024,Sedan,Comprehensive,North,1,52,12800,15,10880,7910.969351,2024,2969.030649
POL12487,3/21/2024,SUV,Third Party,West,10,39,16000,0,16000,8241.62714,2024,7758.37286
POL12488,7/27/2024,Sedan,Comprehensive,West,12,35,16100,0,16100,10110.71834,2024,5989.281662
POL12489,1/29/2023,SUV,Comprehensive,South,9,47,18200,10,16380,11143.22947,2023,5236.770525
POL12490,8/22/2023,Hatchback,Third Party,West,3,45,8900,5,8455,4663.853065,2023,3791.146935
POL12491,4/9/2024,Hatchback,Third Party,West,8,51,10400,0,10400,5728.29433,2024,4671.70567
POL12492,7/3/2023,SUV,Comprehensive,North,5,21,19000,15,16150,9311.23444,2023,6838.76556
POL12493,10/24/2024,Luxury,Comprehensive,North,9,47,23200,5,22040,12620.58262,2024,9419.41738
POL12494,5/1/2024,Hatchback,Comprehensive,East,12,54,14100,0,14100,10682.76685,2024,3417.233145
POL12495,7/23/2024,Hatchback,Third Party,South,13,29,11900,0,11900,7309.064816,2024,4590.935184
POL12496,6/11/2023,Luxury,Comprehensive,South,4,38,21700,10,19530,8999.163758,2023,10530.83624
POL12497,2/20/2023,Hatchback,Comprehensive,South,7,45,12600,5,11970,7668.796064,2023,4301.203936
POL12498,7/9/2024,Sedan,Comprehensive,North,10,22,17500,0,17500,9929.037721,2024,7570.962279
POL12499,12/30/2024,Sedan,Third Party,North,7,21,14100,0,14100,10285.83652,2024,3814.163476
POL12500,8/8/2023,Hatchback,Comprehensive,West,11,37,13800,0,13800,10245.94564,2023,3554.054359
POL12501,11/22/2024,Hatchback,Comprehensive,West,8,57,12900,0,12900,5795.482246,2024,7104.517754
POL12502,10/30/2023,SUV,Third Party,North,8,34,15400,15,13090,8523.880715,2023,4566.119285
POL12503,5/12/2023,Luxury,Comprehensive,North,11,31,23800,5,22610,15959.49109,2023,6650.508913
POL12504,9/28/2024,SUV,Third Party,West,5,46,14500,5,13775,6962.003148,2024,6812.996852
POL12505,2/4/2023,SUV,Third Party,North,11,58,16300,5,15485,8845.328023,2023,6639.671977
POL12506,5/6/2024,Hatchback,Comprehensive,West,3,58,11400,15,9690,6994.469577,2024,2695.530423
POL12507,12/25/2024,Sedan,Comprehensive,North,7,42,14600,0,14600,11405.95404,2024,3194.045958
POL12508,12/30/2024,Luxury,Third Party,South,11,22,23300,15,19805,12741.19228,2024,7063.807719
POL12509,7/3/2024,Hatchback,Comprehensive,West,11,51,13800,10,12420,8142.331736,2024,4277.668264
POL12510,5/13/2023,Luxury,Comprehensive,North,12,53,24100,0,24100,14870.37676,2023,9229.623239
POL12511,8/2/2023,Sedan,Third Party,East,12,48,13600,0,13600,7628.654837,2023,5971.345163
POL12512,12/21/2024,Hatchback,Third Party,South,6,45,9800,0,9800,5170.652603,2024,4629.347397
POL12513,12/23/2024,Hatchback,Comprehensive,West,3,51,11400,5,10830,5142.553688,2024,5687.446312
POL12514,8/20/2024,Sedan,Comprehensive,East,7,57,14600,0,14600,8068.121737,2024,6531.878263
POL12515,11/8/2023,Sedan,Comprehensive,East,5,58,14000,0,14000,6786.970905,2023,7213.029095
POL12516,7/22/2023,SUV,Comprehensive,South,7,64,17600,10,15840,10745.03029,2023,5094.969706
POL12517,11/10/2024,Sedan,Comprehensive,South,10,56,15500,10,13950,6336.340451,2024,7613.659549
POL12518,6/29/2024,Hatchback,Comprehensive,West,11,52,13800,0,13800,6824.083262,2024,6975.916738
POL12519,7/8/2024,SUV,Comprehensive,East,2,50,16100,5,15295,8478.663195,2024,6816.336805
POL12520,10/24/2024,Hatchback,Comprehensive,East,5,59,12000,0,12000,6792.948668,2024,5207.051332
POL12521,8/3/2023,SUV,Comprehensive,East,0,50,15500,5,14725,8420.937753,2023,6304.062247
POL12522,3/10/2024,Sedan,Third Party,West,3,46,10900,15,9265,7259.255745,2024,2005.744255
POL12523,11/25/2023,Luxury,Third Party,South,6,63,19800,0,19800,13518.20731,2023,6281.792689
POL12524,2/10/2024,Hatchback,Third Party,South,0,56,8000,15,6800,4479.459809,2024,2320.540191
POL12525,3/9/2023,Hatchback,Third Party,North,7,42,10100,0,10100,6549.383181,2023,3550.616819
POL12526,12/28/2024,SUV,Third Party,North,6,30,14800,0,14800,6393.844639,2024,8406.155361
POL12527,6/12/2023,Luxury,Comprehensive,West,13,40,24400,0,24400,12391.76313,2023,12008.23687
POL12528,9/12/2023,SUV,Third Party,North,13,32,16900,0,16900,11829.16483,2023,5070.835167
POL12529,6/20/2023,Sedan,Comprehensive,South,5,55,14000,0,14000,8893.319632,2023,5106.680368
POL12530,3/10/2024,Sedan,Comprehensive,South,4,50,13700,0,13700,9664.197748,2024,4035.802252
POL12531,7/6/2024,Sedan,Comprehensive,South,9,45,15200,5,14440,6546.18607,2024,7893.81393
POL12532,11/26/2024,SUV,Third Party,West,10,24,18000,0,18000,11797.72371,2024,6202.276289
POL12533,6/1/2024,Hatchback,Third Party,North,5,53,9500,0,9500,4266.740862,2024,5233.259138
POL12534,11/26/2024,Sedan,Comprehensive,West,6,42,14300,10,12870,5198.879165,2024,7671.120835
POL12535,9/1/2023,Sedan,Comprehensive,East,2,60,13100,0,13100,6634.255586,2023,6465.744414
POL12536,10/18/2024,Luxury,Third Party,North,9,46,20700,5,19665,10802.02351,2024,8862.976492
POL12537,12/23/2023,SUV,Comprehensive,West,8,35,17900,5,17005,8555.539698,2023,8449.460302
POL12538,7/29/2023,Hatchback,Comprehensive,South,2,53,11100,5,10545,6090.512134,2023,4454.487866
POL12539,2/26/2023,Hatchback,Comprehensive,North,12,48,14100,5,13395,8218.702096,2023,5176.297904
POL12540,11/12/2024,SUV,Comprehensive,East,14,57,19700,0,19700,9887.962874,2024,9812.037126
POL12541,7/21/2023,SUV,Third Party,West,12,35,16600,10,14940,11100.4543,2023,3839.545698
POL12542,10/13/2024,Hatchback,Comprehensive,North,1,35,10800,5,10260,7052.860634,2024,3207.139366
POL12543,10/26/2023,Luxury,Comprehensive,West,9,50,23200,5,22040,9197.026967,2023,12842.97303
POL12544,12/26/2023,Hatchback,Comprehensive,South,6,31,12300,10,11070,7001.828306,2023,4068.171694
POL12545,9/28/2023,SUV,Third Party,West,6,60,14800,0,14800,10469.52064,2023,4330.479364
POL12546,1/25/2024,SUV,Third Party,East,0,26,13000,0,13000,9307.540841,2024,3692.459159
POL12547,12/15/2023,Hatchback,Third Party,East,1,34,8300,5,7885,6266.609575,2023,1618.390425
POL12548,10/6/2023,Hatchback,Third Party,North,7,51,10100,5,9595,7497.929725,2023,2097.070275
POL12549,11/19/2023,SUV,Third Party,South,6,36,14800,0,14800,10146.61611,2023,4653.383894
POL12550,6/15/2024,Sedan,Third Party,West,3,51,10900,5,10355,5594.819815,2024,4760.180185
POL12551,6/16/2023,Sedan,Comprehensive,West,1,51,12800,5,12160,7893.669589,2023,4266.330411
POL12552,4/7/2024,Sedan,Comprehensive,South,0,33,12500,0,12500,8935.614315,2024,3564.385685
POL12553,7/8/2024,Hatchback,Comprehensive,East,12,64,14100,5,13395,10403.09837,2024,2991.901634
POL12554,4/22/2023,Luxury,Comprehensive,North,8,55,22900,0,22900,12909.58155,2023,9990.418451
POL12555,10/31/2024,Sedan,Third Party,East,14,59,14200,0,14200,8089.176999,2024,6110.823001
POL12556,7/7/2024,SUV,Comprehensive,South,3,52,16400,15,13940,5880.569687,2024,8059.430313
POL12557,9/18/2023,Hatchback,Comprehensive,East,8,47,12900,0,12900,10132.62578,2023,2767.374224
POL12558,5/13/2023,SUV,Third Party,West,8,31,15400,10,13860,9022.558461,2023,4837.441539
POL12559,1/30/2024,Hatchback,Third Party,East,5,21,11500,15,9775,5958.494656,2024,3816.505344
